Country Name,Indicator Name,Year,Value
Bangladesh,"Life expectancy at birth, total (years)",2012,68.989
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2012,58.0
Bangladesh,Population growth (annual %),2012,0.958355913
Bhutan,Access to electricity (% of population),2012,91.5
Bhutan,Exports of goods and services (% of GDP),2012,35.7881098
Bhutan,GDP per capita (current US$),2012,2751.212887
Bhutan,"Government expenditure on education, total (% of GDP)",2012,4.407939911
Bhutan,Imports of goods and services (% of GDP),2012,58.25691736
Bhutan,"Inflation, consumer prices (annual %)",2012,10.91965694
Bhutan,"Life expectancy at birth, total (years)",2012,69.759
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2012,55.0
Bhutan,Population growth (annual %),2012,1.10777662
China,Access to electricity (% of population),2012,99.9
China,Exports of goods and services (% of GDP),2012,25.49252222
China,GDP per capita (current US$),2012,6300.58218
China,"Government expenditure on education, total (% of GDP)",2012,4.297888756
China,Imports of goods and services (% of GDP),2012,22.77500014
China,"Inflation, consumer prices (annual %)",2012,2.619524326
China,"Life expectancy at birth, total (years)",2012,76.2
China,"Literacy rate, adult total (% of people ages 15 and above)",2012,95.0
China,Population growth (annual %),2012,0.678345459
India,Access to electricity (% of population),2012,79.9
India,Exports of goods and services (% of GDP),2012,24.53443066
India,GDP per capita (current US$),2012,1429.321995
India,"Government expenditure on education, total (% of GDP)",2012,4.084798336
India,Imports of goods and services (% of GDP),2012,31.25929107
India,"Inflation, consumer prices (annual %)",2012,9.478996914
India,"Life expectancy at birth, total (years)",2012,68.076
India,"Literacy rate, adult total (% of people ages 15 and above)",2012,69.0
India,Population growth (annual %),2012,1.374056166
Myanmar,Access to electricity (% of population),2012,55.3
Myanmar,GDP per capita (current US$),2012,1202.665896
Myanmar,"Government expenditure on education, total (% of GDP)",2012,1.586428761
Myanmar,"Inflation, consumer prices (annual %)",2012,1.467583227
Myanmar,"Life expectancy at birth, total (years)",2012,64.251
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2012,90.0
Myanmar,Population growth (annual %),2012,0.841507088
Nepal,Access to electricity (% of population),2012,75.2
Nepal,Exports of goods and services (% of GDP),2012,8.750291287
Nepal,GDP per capita (current US$),2012,788.2029371
Nepal,"Government expenditure on education, total (% of GDP)",2012,3.5289886
Nepal,Imports of goods and services (% of GDP),2012,29.17161477
Nepal,"Inflation, consumer prices (annual %)",2012,9.459809804
Nepal,"Life expectancy at birth, total (years)",2012,67.364
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2012,60.0
Nepal,Population growth (annual %),2012,0.256079255
Pakistan,Access to electricity (% of population),2012,88.6
Pakistan,Exports of goods and services (% of GDP),2012,11.87396218
Pakistan,GDP per capita (current US$),2012,1204.364755
Pakistan,"Government expenditure on education, total (% of GDP)",2012,1.978790045
Pakistan,Imports of goods and services (% of GDP),2012,19.44500859
Pakistan,"Inflation, consumer prices (annual %)",2012,9.682351861
Pakistan,"Life expectancy at birth, total (years)",2012,64.883
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2012,57.0
Pakistan,Population growth (annual %),2012,1.906199813
Sri Lanka,Access to electricity (% of population),2012,87.0
Sri Lanka,Exports of goods and services (% of GDP),2012,21.32836624
Sri Lanka,GDP per capita (current US$),2012,3327.776124
Sri Lanka,"Government expenditure on education, total (% of GDP)",2012,1.453420043
Sri Lanka,Imports of goods and services (% of GDP),2012,27.82077529
Sri Lanka,"Inflation, consumer prices (annual %)",2012,7.542913732
Sri Lanka,"Life expectancy at birth, total (years)",2012,75.187
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2012,91.0
Sri Lanka,Population growth (annual %),2012,0.760628048
Afghanistan,Access to electricity (% of population),2013,68.0
Afghanistan,Exports of goods and services (% of GDP),2013,10.42081714
Afghanistan,GDP per capita (current US$),2013,637.0870991
Afghanistan,"Government expenditure on education, total (% of GDP)",2013,3.454459906
Afghanistan,Imports of goods and services (% of GDP),2013,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2013,7.385771784
Afghanistan,"Life expectancy at birth, total (years)",2013,62.188
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2013,31.0
Afghanistan,Population growth (annual %),2013,3.418226676
Bangladesh,Access to electricity (% of population),2013,61.5
Bangladesh,Exports of goods and services (% of GDP),2013,19.53787411
Bangladesh,GDP per capita (current US$),2013,958.2629898
Bangladesh,"Government expenditure on education, total (% of GDP)",2013,1.966160059
Bangladesh,Imports of goods and services (% of GDP),2013,26.75852861
Bangladesh,"Inflation, consumer prices (annual %)",2013,7.530406409
Bangladesh,"Life expectancy at birth, total (years)",2013,69.487
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2013,61.0
Bangladesh,Population growth (annual %),2013,0.93840835
Bhutan,Access to electricity (% of population),2013,87.4
Bhutan,Exports of goods and services (% of GDP),2013,37.43436598
Bhutan,GDP per capita (current US$),2013,2679.952172
Bhutan,"Government expenditure on education, total (% of GDP)",2013,5.255270004
Bhutan,Imports of goods and services (% of GDP),2013,57.61817232
Bhutan,"Inflation, consumer prices (annual %)",2013,8.776383453
Bhutan,"Life expectancy at birth, total (years)",2013,70.161
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2013,55.0
Bhutan,Population growth (annual %),2013,1.108324945
China,Access to electricity (% of population),2013,100.0
China,Exports of goods and services (% of GDP),2013,24.59925444
China,GDP per capita (current US$),2013,7020.386074
China,"Government expenditure on education, total (% of GDP)",2013,4.129804134
China,Imports of goods and services (% of GDP),2013,22.14512114
China,"Inflation, consumer prices (annual %)",2013,2.621050017
China,"Life expectancy at birth, total (years)",2013,76.452
China,"Literacy rate, adult total (% of people ages 15 and above)",2013,95.0
China,Population growth (annual %),2013,0.666072978
India,Access to electricity (% of population),2013,83.1
India,Exports of goods and services (% of GDP),2013,25.4308613
India,GDP per capita (current US$),2013,1432.843975
India,"Government expenditure on education, total (% of GDP)",2013,3.844670057
India,Imports of goods and services (% of GDP),2013,28.41327065
India,"Inflation, consumer prices (annual %)",2013,10.01787847
India,"Life expectancy at birth, total (years)",2013,68.499
India,"Literacy rate, adult total (% of people ages 15 and above)",2013,69.0
India,Population growth (annual %),2013,1.332704305
Myanmar,Access to electricity (% of population),2013,56.5
Myanmar,GDP per capita (current US$),2013,1199.095616
Myanmar,"Government expenditure on education, total (% of GDP)",2013,1.84381175
Myanmar,"Inflation, consumer prices (annual %)",2013,5.643038834
Myanmar,"Life expectancy at birth, total (years)",2013,64.617
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2013,90.0
Myanmar,Population growth (annual %),2013,0.849578653
Nepal,Access to electricity (% of population),2013,77.4
Nepal,Exports of goods and services (% of GDP),2013,9.294658678
Nepal,GDP per capita (current US$),2013,803.2695954
Nepal,"Government expenditure on education, total (% of GDP)",2013,3.20268631
Nepal,Imports of goods and services (% of GDP),2013,32.57071706
Nepal,"Inflation, consumer prices (annual %)",2013,9.040163119
Nepal,"Life expectancy at birth, total (years)",2013,67.598
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2013,60.0
Nepal,Population growth (annual %),2013,0.199840752
Pakistan,Access to electricity (% of population),2013,89.3
Pakistan,Exports of goods and services (% of GDP),2013,12.17749928
Pakistan,GDP per capita (current US$),2013,1225.434012
Pakistan,"Government expenditure on education, total (% of GDP)",2013,2.236989975
Pakistan,Imports of goods and services (% of GDP),2013,18.71277574
Pakistan,"Inflation, consumer prices (annual %)",2013,7.692156119
Pakistan,"Life expectancy at birth, total (years)",2013,65.129
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2013,56.0
Pakistan,Population growth (annual %),2013,1.627224148
Sri Lanka,Access to electricity (% of population),2013,90.2
Sri Lanka,Exports of goods and services (% of GDP),2013,21.32836624
Sri Lanka,GDP per capita (current US$),2013,3740.615893
Sri Lanka,"Government expenditure on education, total (% of GDP)",2013,1.564589977
Sri Lanka,Imports of goods and services (% of GDP),2013,27.82077529
Sri Lanka,"Inflation, consumer prices (annual %)",2013,6.908450348
Sri Lanka,"Life expectancy at birth, total (years)",2013,75.546
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2013,91.0
Sri Lanka,Population growth (annual %),2013,0.88
Afghanistan,Access to electricity (% of population),2014,89.5
Afghanistan,Exports of goods and services (% of GDP),2014,10.42081714
Afghanistan,GDP per capita (current US$),2014,625.0549418
Afghanistan,"Government expenditure on education, total (% of GDP)",2014,3.695219994
Afghanistan,Imports of goods and services (% of GDP),2014,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2014,4.673996035
Afghanistan,"Life expectancy at birth, total (years)",2014,62.26
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2014,31.0
Afghanistan,Population growth (annual %),2014,3.632518847
Bangladesh,Access to electricity (% of population),2014,62.4
Bangladesh,Exports of goods and services (% of GDP),2014,18.98966
Bangladesh,GDP per capita (current US$),2014,1094.461997
Bangladesh,"Government expenditure on education, total (% of GDP)",2014,2.098716736
Bangladesh,Imports of goods and services (% of GDP),2014,25.5244202
Bangladesh,"Inflation, consumer prices (annual %)",2014,6.991638892
Bangladesh,"Life expectancy at birth, total (years)",2014,70.016
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2014,61.0
Bangladesh,Population growth (annual %),2014,0.911167734
Bhutan,Access to electricity (% of population),2014,91.4
Bhutan,Exports of goods and services (% of GDP),2014,34.18934137
Bhutan,GDP per capita (current US$),2014,2849.499987
Bhutan,"Government expenditure on education, total (% of GDP)",2014,5.548999786
Bhutan,Imports of goods and services (% of GDP),2014,53.74491478
Bhutan,"Inflation, consumer prices (annual %)",2014,8.271060939
Bhutan,"Life expectancy at birth, total (years)",2014,70.504
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2014,55.0
Bhutan,Population growth (annual %),2014,1.078717986
China,Access to electricity (% of population),2014,100.0
China,Exports of goods and services (% of GDP),2014,23.51006091
China,GDP per capita (current US$),2014,7636.07434
China,"Government expenditure on education, total (% of GDP)",2014,4.105360031
China,Imports of goods and services (% of GDP),2014,21.39515505
China,"Inflation, consumer prices (annual %)",2014,1.921641628
China,"Life expectancy at birth, total (years)",2014,76.714
China,"Literacy rate, adult total (% of people ages 15 and above)",2014,95.0
China,Population growth (annual %),2014,0.63032639
India,Access to electricity (% of population),2014,85.1
India,Exports of goods and services (% of GDP),2014,22.96796301
India,GDP per capita (current US$),2014,1553.883961
India,"Government expenditure on education, total (% of GDP)",2014,3.898780346
India,Imports of goods and services (% of GDP),2014,25.95422274
India,"Inflation, consumer prices (annual %)",2014,6.665656719
India,"Life expectancy at birth, total (years)",2014,68.932
India,"Literacy rate, adult total (% of people ages 15 and above)",2014,69.0
India,Population growth (annual %),2014,1.261290271
Myanmar,Access to electricity (% of population),2014,52.0
Myanmar,GDP per capita (current US$),2014,1293.000423
Myanmar,"Government expenditure on education, total (% of GDP)",2014,2.011998415
Myanmar,"Inflation, consumer prices (annual %)",2014,4.953299185
Myanmar,"Life expectancy at birth, total (years)",2014,64.994
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2014,90.0
Myanmar,Population growth (annual %),2014,0.830118073
Nepal,Access to electricity (% of population),2014,84.9
Nepal,Exports of goods and services (% of GDP),2014,10.12404212
Nepal,GDP per capita (current US$),2014,821.4552249
Nepal,"Government expenditure on education, total (% of GDP)",2014,3.485994101
Nepal,Imports of goods and services (% of GDP),2014,35.85859949
Nepal,"Inflation, consumer prices (annual %)",2014,8.364154697
Nepal,"Life expectancy at birth, total (years)",2014,67.812
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2014,60.0
Nepal,Population growth (annual %),2014,0.298119921
Pakistan,Access to electricity (% of population),2014,90.1
Pakistan,Exports of goods and services (% of GDP),2014,11.19497253
Pakistan,GDP per capita (current US$),2014,1266.613408
Pakistan,"Government expenditure on education, total (% of GDP)",2014,2.204339981
Pakistan,Imports of goods and services (% of GDP),2014,18.2748533
Pakistan,"Inflation, consumer prices (annual %)",2014,7.189384028
Pakistan,"Life expectancy at birth, total (years)",2014,65.374
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2014,57.0
Pakistan,Population growth (annual %),2014,1.500324054
Sri Lanka,Access to electricity (% of population),2014,92.7
Sri Lanka,Exports of goods and services (% of GDP),2014,21.32836624
Sri Lanka,GDP per capita (current US$),2014,3971.919131
Sri Lanka,"Government expenditure on education, total (% of GDP)",2014,1.858590007
Sri Lanka,Imports of goods and services (% of GDP),2014,27.82077529
Sri Lanka,"Inflation, consumer prices (annual %)",2014,3.179002282
Sri Lanka,"Life expectancy at birth, total (years)",2014,75.757
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2014,91.0
Sri Lanka,Population growth (annual %),2014,0.933207943
Afghanistan,Access to electricity (% of population),2015,71.5
Afghanistan,Exports of goods and services (% of GDP),2015,10.42081714
Afghanistan,GDP per capita (current US$),2015,565.5697304
Afghanistan,"Government expenditure on education, total (% of GDP)",2015,3.255800009
Afghanistan,Imports of goods and services (% of GDP),2015,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2015,-0.661709165
Afghanistan,"Life expectancy at birth, total (years)",2015,62.27
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2015,33.7538414
Afghanistan,Population growth (annual %),2015,3.119959241
Bangladesh,Access to electricity (% of population),2015,74.0
Bangladesh,Exports of goods and services (% of GDP),2015,17.33667379
Bangladesh,GDP per capita (current US$),2015,1224.386477
Bangladesh,"Government expenditure on education, total (% of GDP)",2015,1.872254133
Bangladesh,Imports of goods and services (% of GDP),2015,24.74932252
Bangladesh,"Inflation, consumer prices (annual %)",2015,6.19428023
Bangladesh,"Life expectancy at birth, total (years)",2015,70.543
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2015,65.0
Bangladesh,Population growth (annual %),2015,0.893819378
Bhutan,Access to electricity (% of population),2015,95.4
Bhutan,Exports of goods and services (% of GDP),2015,31.53609097
Bhutan,GDP per capita (current US$),2015,2954.04082
Bhutan,"Government expenditure on education, total (% of GDP)",2015,5.782699108
Bhutan,Imports of goods and services (% of GDP),2015,58.10306946
Bhutan,"Inflation, consumer prices (annual %)",2015,4.548143951
Bhutan,"Life expectancy at birth, total (years)",2015,70.797
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2015,55.0
Bhutan,Population growth (annual %),2015,1.014965724
China,Access to electricity (% of population),2015,100.0
China,Exports of goods and services (% of GDP),2015,21.35407988
China,GDP per capita (current US$),2015,8016.445595
China,"Government expenditure on education, total (% of GDP)",2015,4.242012501
China,Imports of goods and services (% of GDP),2015,18.11008945
China,"Inflation, consumer prices (annual %)",2015,1.437023809
China,"Life expectancy at birth, total (years)",2015,76.975
China,"Literacy rate, adult total (% of people ages 15 and above)",2015,95.0
China,Population growth (annual %),2015,0.581456147
India,Access to electricity (% of population),2015,88.0
India,Exports of goods and services (% of GDP),2015,19.81318916
India,GDP per capita (current US$),2015,1583.998159
India,"Government expenditure on education, total (% of GDP)",2015,4.114991665
India,Imports of goods and services (% of GDP),2015,22.10972471
India,"Inflation, consumer prices (annual %)",2015,4.906973441
India,"Life expectancy at birth, total (years)",2015,69.326
India,"Literacy rate, adult total (% of people ages 15 and above)",2015,69.0
India,Population growth (annual %),2015,1.192855634
Myanmar,Access to electricity (% of population),2015,60.5
Myanmar,GDP per capita (current US$),2015,1166.733055
Myanmar,"Government expenditure on education, total (% of GDP)",2015,2.245604277
Myanmar,"Inflation, consumer prices (annual %)",2015,9.454171895
Myanmar,"Life expectancy at birth, total (years)",2015,65.288
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2015,90.0
Myanmar,Population growth (annual %),2015,0.800670953
Nepal,Access to electricity (% of population),2015,82.0
Nepal,Exports of goods and services (% of GDP),2015,10.21458859
Nepal,GDP per capita (current US$),2015,875.5436355
Nepal,"Government expenditure on education, total (% of GDP)",2015,3.294253588
Nepal,Imports of goods and services (% of GDP),2015,36.4511418
Nepal,"Inflation, consumer prices (annual %)",2015,7.868908956
Nepal,"Life expectancy at birth, total (years)",2015,67.374
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2015,60.0
Nepal,Population growth (annual %),2015,0.545118125
Pakistan,Access to electricity (% of population),2015,91.0
Pakistan,Exports of goods and services (% of GDP),2015,9.974571017
Pakistan,GDP per capita (current US$),2015,1380.470208
Pakistan,"Government expenditure on education, total (% of GDP)",2015,2.38609004
Pakistan,Imports of goods and services (% of GDP),2015,16.71361359
Pakistan,"Inflation, consumer prices (annual %)",2015,2.529328173
Pakistan,"Life expectancy at birth, total (years)",2015,65.641
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2015,57.0
Pakistan,Population growth (annual %),2015,1.402501136
Sri Lanka,Access to electricity (% of population),2015,94.3
Sri Lanka,Exports of goods and services (% of GDP),2015,19.89338382
Sri Lanka,GDP per capita (current US$),2015,4060.131397
Sri Lanka,"Government expenditure on education, total (% of GDP)",2015,2.109980106
Sri Lanka,Imports of goods and services (% of GDP),2015,27.02458699
Sri Lanka,"Inflation, consumer prices (annual %)",2015,3.768367831
Sri Lanka,"Life expectancy at birth, total (years)",2015,75.99
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2015,91.0
Sri Lanka,Population growth (annual %),2015,0.919811027
Afghanistan,Access to electricity (% of population),2016,97.7
Afghanistan,Exports of goods and services (% of GDP),2016,10.42081714
Afghanistan,GDP per capita (current US$),2016,522.0822156
Afghanistan,"Government expenditure on education, total (% of GDP)",2016,4.543970108
Afghanistan,Imports of goods and services (% of GDP),2016,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2016,4.383891955
Afghanistan,"Life expectancy at birth, total (years)",2016,62.646
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2016,33.7538414
Afghanistan,Population growth (annual %),2016,2.535719918
Bangladesh,Access to electricity (% of population),2016,75.9
Bangladesh,Exports of goods and services (% of GDP),2016,13.92120448
Bangladesh,GDP per capita (current US$),2016,1649.283809
Bangladesh,"Government expenditure on education, total (% of GDP)",2016,2.221199989
Bangladesh,Imports of goods and services (% of GDP),2016,17.41294565
Bangladesh,"Inflation, consumer prices (annual %)",2016,5.513525727
Bangladesh,"Life expectancy at birth, total (years)",2016,71.075
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2016,73.0
Bangladesh,Population growth (annual %),2016,0.892432416
Bhutan,Access to electricity (% of population),2016,99.3
Bhutan,Exports of goods and services (% of GDP),2016,27.12283395
Bhutan,GDP per capita (current US$),2016,3152.309051
Bhutan,"Government expenditure on education, total (% of GDP)",2016,5.891593933
Bhutan,Imports of goods and services (% of GDP),2016,49.26191894
Bhutan,"Inflation, consumer prices (annual %)",2016,3.219886894
Bhutan,"Life expectancy at birth, total (years)",2016,71.119
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2016,55.0
Bhutan,Population growth (annual %),2016,0.973884474
China,Access to electricity (% of population),2016,100.0
China,Exports of goods and services (% of GDP),2016,19.58438005
China,GDP per capita (current US$),2016,8094.390167
China,"Government expenditure on education, total (% of GDP)",2016,4.206385136
China,Imports of goods and services (% of GDP),2016,17.31003496
China,"Inflation, consumer prices (annual %)",2016,2.000001822
China,"Life expectancy at birth, total (years)",2016,77.214
China,"Literacy rate, adult total (% of people ages 15 and above)",2016,95.0
China,Population growth (annual %),2016,0.573050906
India,Access to electricity (% of population),2016,89.6
India,Exports of goods and services (% of GDP),2016,19.15823491
India,GDP per capita (current US$),2016,1707.508929
India,"Government expenditure on education, total (% of GDP)",2016,4.256516457
India,Imports of goods and services (% of GDP),2016,20.9242508
India,"Inflation, consumer prices (annual %)",2016,4.948216341
India,"Life expectancy at birth, total (years)",2016,69.709
India,"Literacy rate, adult total (% of people ages 15 and above)",2016,69.0
India,Population growth (annual %),2016,1.191629664
Myanmar,Access to electricity (% of population),2016,55.6
Myanmar,GDP per capita (current US$),2016,1229.197135
Myanmar,"Government expenditure on education, total (% of GDP)",2016,2.158088446
Myanmar,"Inflation, consumer prices (annual %)",2016,6.928825258
Myanmar,"Life expectancy at birth, total (years)",2016,65.64
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2016,75.55120087
Myanmar,Population growth (annual %),2016,0.792792539
Nepal,Access to electricity (% of population),2016,90.7
Nepal,Exports of goods and services (% of GDP),2016,8.17957804
Nepal,GDP per capita (current US$),2016,877.2564547
Nepal,"Government expenditure on education, total (% of GDP)",2016,3.477112293
Nepal,Imports of goods and services (% of GDP),2016,33.93590808
Nepal,"Inflation, consumer prices (annual %)",2016,8.79034332
Nepal,"Life expectancy at birth, total (years)",2016,68.444
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2016,65.50100708
Nepal,Population growth (annual %),2016,0.472697719
Pakistan,Access to electricity (% of population),2016,91.8
Pakistan,Exports of goods and services (% of GDP),2016,8.736717247
Pakistan,GDP per capita (current US$),2016,1424.691612
Pakistan,"Government expenditure on education, total (% of GDP)",2016,2.417211771
Pakistan,Imports of goods and services (% of GDP),2016,15.96486227
Pakistan,"Inflation, consumer prices (annual %)",2016,3.765119164
Pakistan,"Life expectancy at birth, total (years)",2016,65.943
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2016,57.0
Pakistan,Population growth (annual %),2016,1.302163938
Sri Lanka,Access to electricity (% of population),2016,97.5
Sri Lanka,Exports of goods and services (% of GDP),2016,19.82403604
Sri Lanka,GDP per capita (current US$),2016,4149.761055
Sri Lanka,"Government expenditure on education, total (% of GDP)",2016,3.229290009
Sri Lanka,Imports of goods and services (% of GDP),2016,26.64750098
Sri Lanka,"Inflation, consumer prices (annual %)",2016,3.958888466
Sri Lanka,"Life expectancy at birth, total (years)",2016,76.136
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2016,92.0
Sri Lanka,Population growth (annual %),2016,1.133277498
Afghanistan,Access to electricity (% of population),2017,97.7
Afghanistan,Exports of goods and services (% of GDP),2017,10.42081714
Afghanistan,GDP per capita (current US$),2017,525.4697709
Afghanistan,"Government expenditure on education, total (% of GDP)",2017,4.343190193
Afghanistan,Imports of goods and services (% of GDP),2017,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2017,4.975951506
Afghanistan,"Life expectancy at birth, total (years)",2017,62.406
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2017,33.7538414
Afghanistan,Population growth (annual %),2017,2.808337308
Bangladesh,Access to electricity (% of population),2017,88.0
Bangladesh,Exports of goods and services (% of GDP),2017,12.81974689
Bangladesh,GDP per capita (current US$),2017,1811.082217
Bangladesh,"Government expenditure on education, total (% of GDP)",2017,1.850400329
Bangladesh,Imports of goods and services (% of GDP),2017,17.17998378
Bangladesh,"Inflation, consumer prices (annual %)",2017,5.702070157
Bangladesh,"Life expectancy at birth, total (years)",2017,71.606
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2017,73.0
Bangladesh,Population growth (annual %),2017,0.850917316
Bhutan,Access to electricity (% of population),2017,97.7
Bhutan,Exports of goods and services (% of GDP),2017,28.44640804
Bhutan,GDP per capita (current US$),2017,3435.288048
Bhutan,"Government expenditure on education, total (% of GDP)",2017,6.227416515
Bhutan,Imports of goods and services (% of GDP),2017,48.34199363
Bhutan,"Inflation, consumer prices (annual %)",2017,4.95508367
Bhutan,"Life expectancy at birth, total (years)",2017,71.413
Bhutan,"Literacy rate, adult total (% of people ages 15 and above)",2017,67.0
Bhutan,Population growth (annual %),2017,0.861274888
China,Access to electricity (% of population),2017,100.0
China,Exports of goods and services (% of GDP),2017,19.69227699
China,GDP per capita (current US$),2017,8817.045608
China,"Government expenditure on education, total (% of GDP)",2017,4.111331463
China,Imports of goods and services (% of GDP),2017,17.94013625
China,"Inflation, consumer prices (annual %)",2017,1.593136001
China,"Life expectancy at birth, total (years)",2017,77.235
China,"Literacy rate, adult total (% of people ages 15 and above)",2017,95.0
China,Population growth (annual %),2017,0.605245013
India,Access to electricity (% of population),2017,91.8
India,Exports of goods and services (% of GDP),2017,18.79176484
India,GDP per capita (current US$),2017,1950.104683
India,"Government expenditure on education, total (% of GDP)",2017,4.306396961
India,Imports of goods and services (% of GDP),2017,21.95073212
India,"Inflation, consumer prices (annual %)",2017,3.328173375
India,"Life expectancy at birth, total (years)",2017,70.068
India,"Literacy rate, adult total (% of people ages 15 and above)",2017,69.0
India,Population growth (annual %),2017,1.162396143
Myanmar,Access to electricity (% of population),2017,69.8
Myanmar,GDP per capita (current US$),2017,1272.822418
Myanmar,"Government expenditure on education, total (% of GDP)",2017,2.166529894
Myanmar,"Inflation, consumer prices (annual %)",2017,4.572536553
Myanmar,"Life expectancy at birth, total (years)",2017,65.909
Myanmar,"Literacy rate, adult total (% of people ages 15 and above)",2017,75.55120087
Myanmar,Population growth (annual %),2017,0.772302033
Nepal,Access to electricity (% of population),2017,86.6
Nepal,Exports of goods and services (% of GDP),2017,7.812188656
Nepal,GDP per capita (current US$),2017,1034.283749
Nepal,"Government expenditure on education, total (% of GDP)",2017,3.52892375
Nepal,Imports of goods and services (% of GDP),2017,36.83022197
Nepal,"Inflation, consumer prices (annual %)",2017,3.627096107
Nepal,"Life expectancy at birth, total (years)",2017,68.74
Nepal,"Literacy rate, adult total (% of people ages 15 and above)",2017,65.50100708
Nepal,Population growth (annual %),2017,0.199389989
Pakistan,Access to electricity (% of population),2017,92.7
Pakistan,Exports of goods and services (% of GDP),2017,8.221612469
Pakistan,GDP per capita (current US$),2017,1519.234595
Pakistan,"Government expenditure on education, total (% of GDP)",2017,2.136656761
Pakistan,Imports of goods and services (% of GDP),2017,17.25042394
Pakistan,"Inflation, consumer prices (annual %)",2017,4.08537368
Pakistan,"Life expectancy at birth, total (years)",2017,66.223
Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",2017,59.0
Pakistan,Population growth (annual %),2017,1.414099904
Sri Lanka,Access to electricity (% of population),2017,97.5
Sri Lanka,Exports of goods and services (% of GDP),2017,20.22420004
Sri Lanka,GDP per capita (current US$),2017,4401.05567
Sri Lanka,"Government expenditure on education, total (% of GDP)",2017,2.593169928
Sri Lanka,Imports of goods and services (% of GDP),2017,26.91620976
Sri Lanka,"Inflation, consumer prices (annual %)",2017,7.704137679
Sri Lanka,"Life expectancy at birth, total (years)",2017,76.239
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",2017,92.0
Sri Lanka,Population growth (annual %),2017,1.101926607
Afghanistan,Access to electricity (% of population),2018,93.4
Afghanistan,Exports of goods and services (% of GDP),2018,10.42081714
Afghanistan,GDP per capita (current US$),2018,491.3372214
Afghanistan,"Government expenditure on education, total (% of GDP)",2018,4.343190193
Afghanistan,Imports of goods and services (% of GDP),2018,36.28907741
Afghanistan,"Inflation, consumer prices (annual %)",2018,0.626149149
Afghanistan,"Life expectancy at birth, total (years)",2018,62.443
Afghanistan,"Literacy rate, adult total (% of people ages 15 and above)",2018,33.7538414
Afghanistan,Population growth (annual %),2018,2.910809599
Bangladesh,Access to electricity (% of population),2018,86.9
Bangladesh,Exports of goods and services (% of GDP),2018,12.67478794
Bangladesh,GDP per capita (current US$),2018,1965.243727
Bangladesh,"Government expenditure on education, total (% of GDP)",2018,1.655891299
Bangladesh,Imports of goods and services (% of GDP),2018,19.83984378
Bangladesh,"Inflation, consumer prices (annual %)",2018,5.543621395
Bangladesh,"Life expectancy at birth, total (years)",2018,72.122
Bangladesh,"Literacy rate, adult total (% of people ages 15 and above)",2018,74.0
Bangladesh,Population growth (annual %),2018,0.820955198
Bhutan,Access to electricity (% of population),2018,100.0
Bhutan,Exports of goods and services (% of GDP),2018,29.1897192
Bhutan,GDP per capita (current US$),2018,3400.204172
Bhutan,"Government expenditure on education, total (% of GDP)",2018,5.743712902
